text,p_label,g_label,origin,sterilized_text,cleaned_text,pred_g_label,reasons_g_label
"The inquiry found that Mr Carey had failed to report a priest accused of abusing a boy more than 20 years ago. Mr Carey has told the BBC he was under pressure to cover up the allegations against Father Tony Allen and Father Bill Walsh, both of whom were sentenced for their roles in child sex offences. He said the sexual assaults took place over many years but it was only after the Church of Englands handling of them came to light that he started to think about how best to handle",,True,10,the inquiry found that mr carey had failed to report a priest accused of abusing a boy more than years ago mr carey has told the bbc he was under pressure to cover up the allegations against father tony allen and father bill walsh both of whom were sentenced for their roles in child sex offences he said the sexual assaults took place over many years but it was only after the church of englands handling of them came to light that he started to think about how best to handle,"The inquiry found that Mr Carey had failed to report a priest accused of abusing a boy more than 20 years ago. Mr Carey has told the BBC he was under pressure to cover up the allegations against Father Tony Allen and Father Bill Walsh, both of whom were sentenced for their roles in child sex offences. He said the sexual assaults took place over many years but it was only after the Church of Englands handling of them came to light that he started to think about how best to handle",0,"['Specific Detail', 'Emotional Language', 'Personal Anecdotes']"
"You can even use wedgeshaped pillows to prop a hot water bottle up against your back. Wedgeshaped pillows are convenient because they are small and easily portable. However, because they are small, you will still need to use a regular pillow for your head. Choose from a crescentshaped or triangularshaped wedge pillow, whichever is your preference. The different shapes do not provide different benefits. Use a Ushaped pillow to support your whole body from your head and neck",,False,10,you can even use wedgeshaped pillows to prop a hot water bottle up against your back wedgeshaped pillows are convenient because they are small and easily portable however because they are small you will still need to use a regular pillow for your head choose from a crescentshaped or triangularshaped wedge pillow whichever is your preference the different shapes do not provide different benefits use a ushaped pillow to support your whole body from your head and neck,"You can even use wedgeshaped pillows to prop a hot water bottle up against your back. Wedgeshaped pillows are convenient because they are small and easily portable. However, because they are small, you will still need to use a regular pillow for your head. Choose from a crescentshaped or triangularshaped wedge pillow, whichever is your preference. The different shapes do not provide different benefits. Use a Ushaped pillow to support your whole body from your head and neck",1,"['Repetitive Phrases', 'Over-Explanation', 'Unnatural Phrasing', 'Predictable Structure']"
"4. The Commission shall be empowered to adopt the detailed rules for implementing the aid scheme, in particular rules regarding the criteria and procedures for the granting of aid and the conditions to be attached thereto, and the forms to be used for application for aid. 5. The Commission shall submit annually to the European Parliament and to the Council a report on the operation of the aid scheme and the results achieved thereby. 6. The aid scheme shall be reviewed in the light of the report",,True,10,the commission shall be empowered to adopt the detailed rules for implementing the aid scheme in particular rules regarding the criteria and procedures for the granting of aid and the conditions to be attached thereto and the forms to be used for application for aid the commission shall submit annually to the european parliament and to the council a report on the operation of the aid scheme and the results achieved thereby the aid scheme shall be reviewed in the light of the report,"4. The Commission shall be empowered to adopt the detailed rules for implementing the aid scheme, in particular rules regarding the criteria and procedures for the granting of aid and the conditions to be attached thereto, and the forms to be used for application for aid. 5. The Commission shall submit annually to the European Parliament and to the Council a report on the operation of the aid scheme and the results achieved thereby. 6. The aid scheme shall be reviewed in the light of the report",1,"['Overly Formal Tone', 'Predictable Structure', 'Technical Jargon', 'Generic Content']"
"However, if you have small hands then this will not be a good choice for you as this type of mouse is very large. I think that the company should make smaller size mice so that all users can get one easily.. The main thing which I like about this mouse is its ergonomics design. It has two different sizes to choose from so that you can customize your needs according to your preference",,True,10,however if you have small hands then this will not be a good choice for you as this type of mouse is very large i think that the company should make smaller size mice so that all users can get one easily the main thing which i like about this mouse is its ergonomics design it has two different sizes to choose from so that you can customize your needs according to your preference,"However, if you have small hands then this will not be a good choice for you as this type of mouse is very large. I think that the company should make smaller size mice so that all users can get one easily.. The main thing which I like about this mouse is its ergonomics design. It has two different sizes to choose from so that you can customize your needs according to your preference",0,"['Personal Anecdotes', 'Colloquialisms', 'Emotional Language', 'Specific Detail']"
"But he has remained with England, who have been without a Test captain since Ian Bell retired in 2011. Pietersen will be rested for the tour of Sri Lanka. Pietersens return to the side is a boost for England, who are already without Ian Bell, the skipper for the past three series. Pietersen has played in only two Tests since the series in Sri Lanka, but the England boss, Andy Flower, has hinted that a change of captain",,True,10,but he has remained with england who have been without a test captain since ian bell retired in pietersen will be rested for the tour of sri lanka pietersens return to the side is a boost for england who are already without ian bell the skipper for the past three series pietersen has played in only two tests since the series in sri lanka but the england boss andy flower has hinted that a change of captain,"But he has remained with England, who have been without a Test captain since Ian Bell retired in 2011. Pietersen will be rested for the tour of Sri Lanka. Pietersens return to the side is a boost for England, who are already without Ian Bell, the skipper for the past three series. Pietersen has played in only two Tests since the series in Sri Lanka, but the England boss, Andy Flower, has hinted that a change of captain",0,"['Colloquialisms', 'Specific Detail', 'Emotional Language', 'Inconsistent Context']"
"Brazilian fans have been loudly supporting any athlete competing against their southern neighbours. Argentine fans have often responded with disrespectful chants against the Brazilians. As the former president of Argentinas popular football club, Boca Juniors, Mauricio Macri is familiar with the problems caused by bitter rivalries in sports. In a message posted on Facebook, he said he enjoyed supporting his country and his club. But he warned that things were getting out of control at the Rio Olympics and could end badly.",,False,10,brazilian fans have been loudly supporting any athlete competing against their southern neighbours argentine fans have often responded with disrespectful chants against the brazilians as the former president of argentinas popular football club boca juniors mauricio macri is familiar with the problems caused by bitter rivalries in sports in a message posted on facebook he said he enjoyed supporting his country and his club but he warned that things were getting out of control at the rio olympics and could end badly,"Brazilian fans have been loudly supporting any athlete competing against their southern neighbours. Argentine fans have often responded with disrespectful chants against the Brazilians. As the former president of Argentinas popular football club, Boca Juniors, Mauricio Macri is familiar with the problems caused by bitter rivalries in sports. In a message posted on Facebook, he said he enjoyed supporting his country and his club. But he warned that things were getting out of control at the Rio Olympics and could end badly.",0,"['Personal Anecdotes', 'Emotional Language', 'Specific Detail', 'Colloquialisms']"
"Wellness Program Sign-Up: Confirm Your Participation

Hello Asher Kim,

Prioritizing your well-being is essential for a healthy and balanced life. We invite you to confirm your participation in our Wellness Program by clicking on the following link to sign up: hxxps://securewellnessprogramsignup3030.com

Joining the Wellness Program will provide you with access to resources and activities aimed at enhancing your physical and mental health. If you have any questions or require assistance in signing up for the program, please feel free to contact our Student Wellness Programming Office for support.

Thank you for taking steps towards a healthier lifestyle and well-being.

Warm regards, Student Wellness Programming Office",True,True,11,wellness program sign up confirm your participation hello asher kim prioritizing your well being is essential for a healthy and balanced life we invite you to confirm your participation in our wellness program by clicking on the following link to sign up hxxps securewellnessprogramsignup3030 com joining the wellness program will provide you with access to resources and activities aimed at enhancing your physical and mental health if you have any questions or require assistance in signing up for the program please feel free to contact our student wellness programming office for support thank you for taking steps towards a healthier lifestyle and well being warm regards student wellness programming office,"Wellness Program Sign-Up: Confirm Your Participation

Hello Asher Kim,

Prioritizing your well-being is essential for a healthy and balanced life. We invite you to confirm your participation in our Wellness Program by clicking on the following link to sign up: hxxps://securewellnessprogramsignup3030.com

Joining the Wellness Program will provide you with access to resources and activities aimed at enhancing your physical and mental health. If you have any questions or require assistance in signing up for the program, please feel free to contact our Student Wellness Programming Office for support.

Thank you for taking steps towards a healthier lifestyle and well-being.

Warm regards, Student Wellness Programming Office",1,"['Overly Formal Tone', 'Generic Content', 'Predictable Structure', 'Lack of Typos']"
"HAS ADOPTED THIS DECISION: Article 1. Ireland is hereby authorized, in respect of the 1991/92 marketing year, to set 15 May 1991 as the beginning of the period during which applications for the premium for suckler cows are to be lodged. This Decision shall apply without prejudice to the other provisions of Regulation (EEC) No 1244/82. Article 2. This Decision is addressed to Ireland. Done at Brussels, 17 May 1991.",,False,10,has adopted this decision article ireland is hereby authorized in respect of the marketing year to set may as the beginning of the period during which applications for the premium for suckler cows are to be lodged this decision shall apply without prejudice to the other provisions of regulation eec no article this decision is addressed to ireland done at brussels may,"HAS ADOPTED THIS DECISION: Article 1. Ireland is hereby authorized, in respect of the 1991/92 marketing year, to set 15 May 1991 as the beginning of the period during which applications for the premium for suckler cows are to be lodged. This Decision shall apply without prejudice to the other provisions of Regulation (EEC) No 1244/82. Article 2. This Decision is addressed to Ireland. Done at Brussels, 17 May 1991.",1,"['Overly Formal Tone', 'Predictable Structure', 'Lack of Typos', 'Technical Jargon', 'Generic Content']"
"@justinmwhitaker Yes, @ahanin and I were married in the summer of 2012. It was so fun to get together with our friends & family",,True,10,justinmwhitaker yes ahanin and i were married in the summer of it was so fun to get together with our friends family,"@justinmwhitaker Yes, @ahanin and I were married in the summer of 2012. It was so fun to get together with our friends & family",0,"['Personal Anecdotes', 'Colloquialisms', 'Emotional Language']"
"@GyrlGoneBAD love you too nelly , and you had a great night, so glad to see you were back in the game. i",,True,10,gyrlgonebad love you too nelly and you had a great night so glad to see you were back in the game i,"@GyrlGoneBAD love you too nelly , and you had a great night, so glad to see you were back in the game. i",0,"['Colloquialisms', 'Slang Usage', 'Emotional Language']"
"To set your oven to 250 degrees Fahrenheit (120 degrees Celsius.), first make sure the oven is turned off. Then press the Temperature or Set button on the ovens control panel. Use the + or buttons to set the temperature to 250 degrees Fahrenheit (120 degrees Celsius.). Finally, press the Start or Set button to begin preheating the oven.",,True,10,to set your oven to degrees fahrenheit degrees celsius first make sure the oven is turned off then press the temperature or set button on the ovens control panel use the or buttons to set the temperature to degrees fahrenheit degrees celsius finally press the start or set button to begin preheating the oven,"To set your oven to 250 degrees Fahrenheit (120 degrees Celsius.), first make sure the oven is turned off. Then press the Temperature or Set button on the ovens control panel. Use the + or buttons to set the temperature to 250 degrees Fahrenheit (120 degrees Celsius.). Finally, press the Start or Set button to begin preheating the oven.",1,"['Predictable Structure', 'Repetitive Phrases', 'Uniform Punctuation', 'Over-Explanation']"
"France skipper Gaelle Mignot and Audrey Forlani put the hosts ahead, only for Tamara Taylor to level the scores. But Mignot powered over again for her second try and France held on to secure the title, courtesy of their plus 78 points difference to Englands 47. England, who went into the match with four wins from four, last won the Grand Slam in 2012, which was also the last time they beat France in the Womens Six Nations. France had lost",,False,10,france skipper gaelle mignot and audrey forlani put the hosts ahead only for tamara taylor to level the scores but mignot powered over again for her second try and france held on to secure the title courtesy of their plus points difference to englands england who went into the match with four wins from four last won the grand slam in which was also the last time they beat france in the womens six nations france had lost,"France skipper Gaelle Mignot and Audrey Forlani put the hosts ahead, only for Tamara Taylor to level the scores. But Mignot powered over again for her second try and France held on to secure the title, courtesy of their plus 78 points difference to Englands 47. England, who went into the match with four wins from four, last won the Grand Slam in 2012, which was also the last time they beat France in the Womens Six Nations. France had lost",0,"['Specific Detail', 'Emotional Language', 'Colloquialisms']"
"(15) The aid is distributed under the conditions set out in the Regulation establishing the Common Agricultural Policy (17). (16) The regulations of the Common Agricultural Policy also provide for aid to be granted to certain regions, in particular to certain countries, in order to ensure a certain minimum level of income for the rural areas of such countries. (17) This aid, which is intended to guarantee a certain minimum level of income for the rural areas of certain countries, is closely related to the objectives of",,True,10,the aid is distributed under the conditions set out in the regulation establishing the common agricultural policy the regulations of the common agricultural policy also provide for aid to be granted to certain regions in particular to certain countries in order to ensure a certain minimum level of income for the rural areas of such countries this aid which is intended to guarantee a certain minimum level of income for the rural areas of certain countries is closely related to the objectives of,"(15) The aid is distributed under the conditions set out in the Regulation establishing the Common Agricultural Policy (17). (16) The regulations of the Common Agricultural Policy also provide for aid to be granted to certain regions, in particular to certain countries, in order to ensure a certain minimum level of income for the rural areas of such countries. (17) This aid, which is intended to guarantee a certain minimum level of income for the rural areas of certain countries, is closely related to the objectives of",1,"['Overly Formal Tone', 'Predictable Structure', 'Repetitive Phrases', 'Technical Jargon']"
You have received a new message   We are updating our mail server on 9/23/2022 9:36:27 p.m..You are required to verify your email address for this update to be effective. Faliure to do say may result to an insecure mail box. Click on the button below to verify your account.   Secure Email Address   Are you receiving too many emails from monkey.org?  Manage the email settings in your user profile. jose@monkey.orgFN 484341t,True,False,9,you have received a new message we are updating our mail server on p m you are required to verify your email address for this update to be effective faliure to do say may result to an insecure mail box click on the button below to verify your account secure email address are you receiving too many emails from monkey org manage the email settings in your user profile t,You have received a new message   We are updating our mail server on 9/23/2022 9:36:27 p.m..You are required to verify your email address for this update to be effective. Faliure to do say may result to an insecure mail box. Click on the button below to verify your account.   Secure Email Address   Are you receiving too many emails from monkey.org?  Manage the email settings in your user profile. jose@monkey.orgFN 484341t,1,"['Unnatural Phrasing', 'Formatting Errors', 'Overly Formal Tone', 'Lack of Typos>']"
"They are unable to feel and understand other peoples feelings. Although, in general, it is not easy to identify these characteristics, they can be detected if we listen to what our friends say about us or when we observe them in social situations.",,True,10,they are unable to feel and understand other peoples feelings although in general it is not easy to identify these characteristics they can be detected if we listen to what our friends say about us or when we observe them in social situations,"They are unable to feel and understand other peoples feelings. Although, in general, it is not easy to identify these characteristics, they can be detected if we listen to what our friends say about us or when we observe them in social situations.",0,"['Emotional Language', 'Specific Detail', 'Personal Anecdotes']"
THE TITANIUM BLADES ARE IN NEED OF SHARPENING WHICH WILL PROBABLY COST MORE THAN THE REPLACEMENT OF THE CLIPPER. WITHIN ABOUT 3 MONTHS TWO OF THE HAIR GUIDES RECEIVED BROKEN TEETH DUE TO THE FACT THAT THEY MUST BE CRAMMED INTO,,False,10,the titanium blades are in need of sharpening which will probably cost more than the replacement of the clipper within about months two of the hair guides received broken teeth due to the fact that they must be crammed into,THE TITANIUM BLADES ARE IN NEED OF SHARPENING WHICH WILL PROBABLY COST MORE THAN THE REPLACEMENT OF THE CLIPPER. WITHIN ABOUT 3 MONTHS TWO OF THE HAIR GUIDES RECEIVED BROKEN TEETH DUE TO THE FACT THAT THEY MUST BE CRAMMED INTO,1,"['Overly Formal Tone', 'Unnatural Phrasing', 'Predictable Structure', 'Lack of Typos']"
"The players did not disappoint and both teams played well. We had a lot of turnovers in the first half, said head coach Rich Grimes. Our defense was great with stops. We gave up a few shots early but we found our way out of it. Our guys played together really well, especially on offense.. The Panthers scored just one point from their field goal attempt last week. That team effort will be tested again this weekend as the Bluejays",,True,10,the players did not disappoint and both teams played well we had a lot of turnovers in the first half said head coach rich grimes our defense was great with stops we gave up a few shots early but we found our way out of it our guys played together really well especially on offense the panthers scored just one point from their field goal attempt last week that team effort will be tested again this weekend as the bluejays,"The players did not disappoint and both teams played well. We had a lot of turnovers in the first half, said head coach Rich Grimes. Our defense was great with stops. We gave up a few shots early but we found our way out of it. Our guys played together really well, especially on offense.. The Panthers scored just one point from their field goal attempt last week. That team effort will be tested again this weekend as the Bluejays",0,"['Colloquialisms', 'Personal Anecdotes', 'Emotional Language']"
"This outfit will keep you comfy and warm in cooler weather. When you need some extra insulation, pair your boots with some cozy socks and fleecelined tights or joggers. Add a sweater or sweatshirt and a warm jacket, and top the look off with some winter accessories like a hat and scarf. Wear the tops of your boots open by loosening up the laces or even pulling them out halfway. This creates a more cool,",,False,10,this outfit will keep you comfy and warm in cooler weather when you need some extra insulation pair your boots with some cozy socks and fleecelined tights or joggers add a sweater or sweatshirt and a warm jacket and top the look off with some winter accessories like a hat and scarf wear the tops of your boots open by loosening up the laces or even pulling them out halfway this creates a more cool,"This outfit will keep you comfy and warm in cooler weather. When you need some extra insulation, pair your boots with some cozy socks and fleecelined tights or joggers. Add a sweater or sweatshirt and a warm jacket, and top the look off with some winter accessories like a hat and scarf. Wear the tops of your boots open by loosening up the laces or even pulling them out halfway. This creates a more cool,",0,"['Colloquialisms', 'Emotional Language', 'Specific Detail']"
@bethhbrown Its totally fine! I m just saying its hard to move around sometimes. 20160503T00:,,True,10,bethhbrown its totally fine i m just saying its hard to move around sometimes t00,@bethhbrown Its totally fine! I m just saying its hard to move around sometimes. 20160503T00:,0,"['Colloquialisms', 'Slang Usage', 'Emotional Language']"
"An online payment account like PayPal is a good way to facilitate rapid transactions. When selling, you will want to know what kind of price you should expect to get for your sites. There are a variety of websites that offer free appraisals for valu",,False,10,an online payment account like paypal is a good way to facilitate rapid transactions when selling you will want to know what kind of price you should expect to get for your sites there are a variety of websites that offer free appraisals for valu,"An online payment account like PayPal is a good way to facilitate rapid transactions. When selling, you will want to know what kind of price you should expect to get for your sites. There are a variety of websites that offer free appraisals for valu",1,"['Generic Content', 'Unnatural Phrasing', 'Overly Formal Tone']"
"The pair were arrested on suspicion of manslaughter. The jury found that the defendants actions amounted to a murder with malice for which he was jailed for life. Friends of the victim, Alison MacDonald, said she had been an active member of the local community and a strong advocate for people with mental health problems who needed support. I have lost my best friend this morning but I am proud of him, she told the court. He has always supported me through everything and",,True,10,the pair were arrested on suspicion of manslaughter the jury found that the defendants actions amounted to a murder with malice for which he was jailed for life friends of the victim alison macdonald said she had been an active member of the local community and a strong advocate for people with mental health problems who needed support i have lost my best friend this morning but i am proud of him she told the court he has always supported me through everything and,"The pair were arrested on suspicion of manslaughter. The jury found that the defendants actions amounted to a murder with malice for which he was jailed for life. Friends of the victim, Alison MacDonald, said she had been an active member of the local community and a strong advocate for people with mental health problems who needed support. I have lost my best friend this morning but I am proud of him, she told the court. He has always supported me through everything and",0,"['Personal Anecdotes', 'Emotional Language', 'Specific Detail', 'Colloquialisms']"
"Notwithstanding Article 3(3) of Regulations (EC) No 1371/95 and (EC) No 1372/95, licences shall be issued on the dates given in the table below provided that no particular measures, as provided for in paragraph 4 of that Article, have been taken prior to those dates: TABLE. Article 2. This Regulation shall enter into force on the third day following its publication in the Official Journal of the European Union. This Regulation shall be binding in its entirety",,False,10,notwithstanding article of regulations ec no and ec no licences shall be issued on the dates given in the table below provided that no particular measures as provided for in paragraph of that article have been taken prior to those dates table article this regulation shall enter into force on the third day following its publication in the official journal of the european union this regulation shall be binding in its entirety,"Notwithstanding Article 3(3) of Regulations (EC) No 1371/95 and (EC) No 1372/95, licences shall be issued on the dates given in the table below provided that no particular measures, as provided for in paragraph 4 of that Article, have been taken prior to those dates: TABLE. Article 2. This Regulation shall enter into force on the third day following its publication in the Official Journal of the European Union. This Regulation shall be binding in its entirety",1,"['Overly Formal Tone', 'Technical Jargon', 'Generic Content', 'Predictable Structure']"
@caiab luckyyy! haha my calendar on my phone just went off &amp; i got sad since i gotta wait till 4ish tomorrow.,,False,10,caiab luckyyy haha my calendar on my phone just went off i got sad since i got to wait till 4ish tomorrow,@caiab luckyyy! haha my calendar on my phone just went off & i got sad since i gotta wait till 4ish tomorrow.,0,"['Colloquialisms', 'Slang Usage', 'Emotional Language']"
"The provisions of the third paragraph of Article 9(2) shall apply to references made by the Commission in accordance with the procedure referred to in paragraph 3, by the ECB in accordance with the procedure referred to in Article 10(2) and by the ESMA in accordance with the procedure referred to in Article 11(1). 5. In the case of a reference to the Court pursuant to Article 9(2) in respect of a measure adopted by a Member State or the ECB, the Court shall",,True,10,the provisions of the third paragraph of article shall apply to references made by the commission in accordance with the procedure referred to in paragraph by the ecb in accordance with the procedure referred to in article and by the esma in accordance with the procedure referred to in article in the case of a reference to the court pursuant to article in respect of a measure adopted by a member state or the ecb the court shall,"The provisions of the third paragraph of Article 9(2) shall apply to references made by the Commission in accordance with the procedure referred to in paragraph 3, by the ECB in accordance with the procedure referred to in Article 10(2) and by the ESMA in accordance with the procedure referred to in Article 11(1). 5. In the case of a reference to the Court pursuant to Article 9(2) in respect of a measure adopted by a Member State or the ECB, the Court shall",1,"['Overly Formal Tone', 'Technical Jargon', 'Predictable Structure', 'Unnatural Phrasing']"
"Break the egg in half and hold a shell half in each hand over a large mixing bowl. Gently transfer the yolk from one half to the other. As you transfer the yolk, the white will separate and drop into the bowl below. Continue transferring the yolk until all the white has been separated. Repeat with each egg. Transfer the y",,False,10,break the egg in half and hold a she will half in each hand over a large mixing bowl gently transfer the yolk from one half to the other as you transfer the yolk the white will separate and drop into the bowl below continue transferring the yolk until all the white has been separated repeat with each egg transfer the y,"Break the egg in half and hold a shell half in each hand over a large mixing bowl. Gently transfer the yolk from one half to the other. As you transfer the yolk, the white will separate and drop into the bowl below. Continue transferring the yolk until all the white has been separated. Repeat with each egg. Transfer the y",0,"['Specific Detail', 'Colloquialisms']"
Section 1. Title and Scope 1. This Regulation shall apply to the following: 1. the type of sugar product to which it applies; 2. the production process; 3. the labelling of sugar products; 4. the description of sugar products; 5. the information to be provided in the labelling or labelling; 6. the packaging and labelling of sugar products. Section 2. Definitions,,True,10,section title and scope this regulation shall apply to the following the type of sugar product to which it applies the production process the labelling of sugar products the description of sugar products the information to be provided in the labelling or labelling the packaging and labelling of sugar products section definitions,Section 1. Title and Scope 1. This Regulation shall apply to the following: 1. the type of sugar product to which it applies; 2. the production process; 3. the labelling of sugar products; 4. the description of sugar products; 5. the information to be provided in the labelling or labelling; 6. the packaging and labelling of sugar products. Section 2. Definitions,1,"['Predictable Structure', 'Overly Formal Tone', 'Repetitive Phrases', 'Technical Jargon']"
"has been a long time in the making and finally, it’s out now! It features 9 tracks from the original release plus 6 bonus tracks. The album is titled Dreams. The cover art was created by Tony DeVito, who also did the original artwork for Platinum. I love the retro look of this album. It definitely looks like a classic 80’s rock",,True,10,has been a long time in the making and finally its out now it features tracks from the original release plus bonus tracks the album is titled dreams the cover art was created by tony devito who also did the original artwork for platinum i love the retro look of this album it definitely looks like a classic 80s rock,"has been a long time in the making and finally, its out now! It features 9 tracks from the original release plus 6 bonus tracks. The album is titled Dreams. The cover art was created by Tony DeVito, who also did the original artwork for Platinum. I love the retro look of this album. It definitely looks like a classic 80s rock",0,"['Personal Anecdotes', 'Emotional Language', 'Specific Detail', 'Colloquialisms']"
"Germany: the laender of Thueringen, Sachsen and Brandenburg.. Article 2. This Decision shall apply from 1 March 1995. Article 3. This Decision is addressed to the Member States. Done at Brussels, 24 February 1995.",,False,10,germany the laender of thueringen sachsen and brandenburg article this decision shall apply from march article this decision is addressed to the member states done at brussels february,"Germany: the laender of Thueringen, Sachsen and Brandenburg.. Article 2. This Decision shall apply from 1 March 1995. Article 3. This Decision is addressed to the Member States. Done at Brussels, 24 February 1995.",1,"['Overly Formal Tone', 'Predictable Structure', 'Uniform Punctuation', 'Lack of Typos']"
@suziam I am SO proud of you for saying no to work today!! I know you hate it at the same time as knowing,,False,10,suziam i am so proud of you for saying no to work today i know you hate it at the same time as knowing,@suziam I am SO proud of you for saying no to work today!! I know you hate it at the same time as knowing,0,"['Emotional Language', 'Colloquialisms', 'Personal Anecdotes']"
is off to give my hand a break. This was one of my favourite places and I really want to go back one day,,True,10,is off to give my hand a break this was one of my favourite places and i really want to go back one day,is off to give my hand a break. This was one of my favourite places and I really want to go back one day,0,"['Personal Anecdotes', 'Emotional Language', 'Colloquialisms']"
"You can cut the ends off bananas and put them in the bowl. Once the bananas are in the bowl, slice them and put them on a plate. At this point you have to decide what to do with them. You can stuff them with coconut meat and they would be great! Or, you can just eat them plain. Most people prefer the simple way and just eat them plain, but if you want to add fruit to your banana recipe, you can do that",,True,10,you can cut the ends off bananas and put them in the bowl once the bananas are in the bowl slice them and put them on a plate at this point you have to decide what to do with them you can stuff them with coconut meat and they would be great or you can just eat them plain most people prefer the simple way and just eat them plain but if you want to add fruit to your banana recipe you can do that,"You can cut the ends off bananas and put them in the bowl. Once the bananas are in the bowl, slice them and put them on a plate. At this point you have to decide what to do with them. You can stuff them with coconut meat and they would be great! Or, you can just eat them plain. Most people prefer the simple way and just eat them plain, but if you want to add fruit to your banana recipe, you can do that",0,"['Colloquialisms', 'Personal Anecdotes', 'Emotional Language']"
Whereas some of these weightings should be adjusted with effect from 1 June 1994 given that the statistics available to the Commission show that in certain third countries the variation in the cost of living measured on the basis of the weighting and the corresponding exchange rate has exceeded 5 % since weightings were last laid down. HAS DECIDED AS FOLLOWS: Sole Article. With effect from 1 June 1994 the weightings applicable to the remuneration of officials serving in third countries payable in the,,False,10,whereas some of these weightings should be adjusted with effect from june given that the statistics available to the commission show that in certain third countries the variation in the cost of living measured on the basis of the weighting and the corresponding exchange rate has exceeded since weightings were last laid down has decided as follows sole article with effect from june the weightings applicable to the remuneration of officials serving in third countries payable in the,Whereas some of these weightings should be adjusted with effect from 1 June 1994 given that the statistics available to the Commission show that in certain third countries the variation in the cost of living measured on the basis of the weighting and the corresponding exchange rate has exceeded 5 % since weightings were last laid down. HAS DECIDED AS FOLLOWS: Sole Article. With effect from 1 June 1994 the weightings applicable to the remuneration of officials serving in third countries payable in the,1,"['Overly Formal Tone', 'Technical Jargon', 'Uniform Punctuation', 'Predictable Structure']"
@carlosrizo that was my fault . sorry to have bothered you 11:20 < eroomde > good to,,True,10,carlosrizo that was my fault sorry to have bothered you eroomde good to,@carlosrizo that was my fault . sorry to have bothered you 11:20 < eroomde > good to,0,"['Colloquialisms', 'Slang Usage', 'Emotional Language']"
This week I received my Angels &amp; Demons book from @SonyPictures &amp; @AandDMovie and my Away,,False,10,this week i received my angels demons book from sonypictures aanddmovie and my away,This week I received my Angels & Demons book from @SonyPictures & @AandDMovie and my Away,0,"['Personal Anecdotes', 'Colloquialisms', 'Slang Usage']"
"Dear jose,         Please be informed that your package is ready for delivery. confirm the payment 4,39 CAD on the link below. Note: verification must be done on the next 02 days.  Click on the link below             pay & delivery                         get postcanada for:  iPhone iPad Android Sonstiges                   Nutzungsbedingungen Datenschutzrichtlinie Kontakt       600 Ontario St, St. Catharines, ON L2N 7H0, Canada",True,False,9,dear jose please be informed that your package is ready for delivery confirm the payment cad on the link below note verification must be done on the next days click on the link below pay delivery get postcanada for iphone ipad android sonstiges nutzungsbedingungen datenschutzrichtlinie kontakt ontario st st catharines on l2n 7h0 canada,"Dear jose,         Please be informed that your package is ready for delivery. confirm the payment 4,39 CAD on the link below. Note: verification must be done on the next 02 days.  Click on the link below             pay & delivery                         get postcanada for:  iPhone iPad Android Sonstiges                   Nutzungsbedingungen Datenschutzrichtlinie Kontakt       600 Ontario St, St. Catharines, ON L2N 7H0, Canada",1,"['Unnatural Phrasing', 'Inconsistent Context', 'Formatting Errors', 'Abrupt Topic Shifts']"
"It should be noted that there are several rings in this set, so do not expect to get a perfect one. The ring is beautiful and looks great with my engagement ring. The only problem was that it came damaged. But overall, it looked very nice.",,True,10,it should be noted that there are several rings in this set so do not expect to get a perfect one the ring is beautiful and looks great with my engagement ring the only problem was that it came damaged but overall it looked very nice,"It should be noted that there are several rings in this set, so do not expect to get a perfect one. The ring is beautiful and looks great with my engagement ring. The only problem was that it came damaged. But overall, it looked very nice.",0,"['Personal Anecdotes', 'Colloquialisms', 'Emotional Language', 'Specific Detail']"
After reading The Notebook I just had to read A Walk to Remember. I was not at all disappointed. I could recommend this book to anyone no matter what style book you prefer this book is well worth reading.,,False,10,after reading the notebook i just had to read a walk to remember i was not at all disappointed i could recommend this book to anyone no matter what style book you prefer this book is well worth reading,After reading The Notebook I just had to read A Walk to Remember. I was not at all disappointed. I could recommend this book to anyone no matter what style book you prefer this book is well worth reading.,0,"['Emotional Language', 'Personal Anecdotes', 'Colloquialisms']"
"If a patient has severe burns or is unconscious, she may need to be intubated. Another aspect of therapy for victims of electric shock involves administering highdose intravenous fluids and saline solution over 30 minutes. In these patients, it can take several hours before enough fluid is administered to restore blood pressure and other body functions. When an IV bag is used, care should be taken not to apply excessive force as this could cause damage to the catheters themselves; also, careful attention must be",,True,10,if a patient has severe burns or is unconscious she may need to be intubated another aspect of therapy for victims of electric shock involves administering highdose intravenous fluids and saline solution over minutes in these patients it can take several hours before enough fluid is administered to restore blood pressure and other body functions when an iv bag is used care should be taken not to apply excessive force as this could cause damage to the catheters themselves also careful attention must be,"If a patient has severe burns or is unconscious, she may need to be intubated. Another aspect of therapy for victims of electric shock involves administering highdose intravenous fluids and saline solution over 30 minutes. In these patients, it can take several hours before enough fluid is administered to restore blood pressure and other body functions. When an IV bag is used, care should be taken not to apply excessive force as this could cause damage to the catheters themselves; also, careful attention must be",1,"['Technical Jargon', 'Overly Formal Tone', 'Predictable Structure', 'Lack of Typos', 'Unnatural Phrasing']"
